Station ID,Latitude,Longitude,City,Availability,Distance to City (km),Usage Stats (avg users/day),Station Operator,Charging Capacity (kW),Connector Types,Installation Year,Renewable Energy Source,Reviews (Rating),Parking Spots,Maintenance Frequency
EVS00900,19.133029,72.907399, Leipzig,9:00-18:00,0.67,62,ChargePoint,22,CCS,2022,Yes,3.9,3,Monthly
EVS00901,-48.631504,112.179426, Köln,24-Jul,12.39,68,Tesla,50,"CCS, CHAdeMO",2019,Yes,4.7,9,Quarterly
EVS00902,13.739414,100.40047, Berlin,9:00-18:00,11.93,97,Greenlots,50,Tesla,2014,No,4.1,1,Monthly
EVS00903,37.866185,-122.428321, Stuttgart,9:00-18:00,8.34,84,Greenlots,150,"CCS, CHAdeMO",2021,No,4,8,Quarterly
EVS00904,-23.611855,-46.588184, Frankfurt,6:00-22:00,7.51,66,Tesla,50,"CHAdeMO, Type 2",2011,No,3.3,3,Quarterly
EVS00905,-23.651432,-46.594388, Frankfurt,9:00-18:00,9.03,98,Ionity,350,CHAdeMO,2019,Yes,4.3,1,Monthly
EVS00906,52.588358,13.303202, Berlin,24-Jul,8.96,37,Ionity,350,"Type 2, CCS",2015,Yes,4.9,3,Annually
EVS00907,34.080742,-118.230728,Frankfurt,24-Jul,11.1,94,Tesla,350,Type 2,2010,Yes,4.1,6,Monthly
EVS00908,37.512098,127.082839, Stuttgart,9:00-18:00,13.52,22,Greenlots,22,"Tesla, CHAdeMO",2010,No,3.6,5,Monthly
EVS00909,25.264653,55.288439, Köln,24-Jul,5.65,93,Greenlots,150,CHAdeMO,2010,No,4.8,5,Annually
EVS00910,55.77932,37.649955, Hamburg,24-Jul,15.34,67,EVgo,22,Type 2,2021,No,4.5,5,Annually
EVS00911,-59.187341,-142.692946, München,6:00-22:00,18.41,80,Tesla,50,Type 2,2017,Yes,4.9,10,Monthly
EVS00912,-33.89759,18.514637, Stuttgart,9:00-18:00,12.64,87,Greenlots,50,Tesla,2012,No,3.6,4,Monthly
EVS00913,34.021308,-118.223084,Frankfurt,24-Jul,15.97,16,EVgo,350,"Type 2, CHAdeMO",2022,Yes,4.5,5,Annually
EVS00914,-33.8606,151.374305, München,6:00-22:00,8.45,38,EVgo,350,"Type 2, CCS",2012,Yes,5,10,Monthly
EVS00915,55.769895,37.633413, Hamburg,9:00-18:00,5.03,42,EVgo,50,Tesla,2020,Yes,4.7,4,Monthly
EVS00916,52.554619,13.404918, Berlin,9:00-18:00,19.17,50,ChargePoint,150,CCS,2021,No,4.1,4,Annually
EVS00917,-33.879878,18.593988, Stuttgart,9:00-18:00,6.78,15,Tesla,22,"CCS, Tesla",2019,No,3,10,Monthly
EVS00918,41.841869,-87.645349, Hamburg,24-Jul,6.46,72,EVgo,22,Tesla,2013,No,3.2,10,Quarterly
EVS00919,55.719552,37.560898, Hamburg,24-Jul,6.06,58,Greenlots,350,"Tesla, CCS",2013,Yes,3.9,2,Monthly
EVS00920,43.773221,-79.389322, Stuttgart,6:00-22:00,9.21,57,ChargePoint,150,Type 2,2023,Yes,3,7,Quarterly
EVS00921,-35.633636,36.810201, Köln,6:00-22:00,17.12,81,Tesla,350,"CHAdeMO, CCS",2020,Yes,4.4,6,Annually
EVS00922,37.863969,-122.404465, Stuttgart,9:00-18:00,6.13,40,Tesla,150,Tesla,2018,Yes,3.3,9,Monthly
EVS00923,37.77831,-122.333791, Stuttgart,24-Jul,2.26,31,Tesla,150,Type 2,2014,No,5,2,Monthly
EVS00924,-23.55576,-46.621291, Frankfurt,9:00-18:00,3.51,86,Greenlots,50,CHAdeMO,2016,Yes,3.4,7,Monthly
EVS00925,-23.517188,-46.548872, Frankfurt,9:00-18:00,18,72,EVgo,350,"Type 2, Tesla",2013,Yes,3.6,3,Monthly
EVS00926,19.139026,72.906236, Leipzig,9:00-18:00,11.98,68,EVgo,350,"Type 2, CHAdeMO",2016,Yes,4.1,10,Monthly
EVS00927,25.38705,55.385499, Köln,24-Jul,14.33,55,EVgo,150,Type 2,2014,No,4,10,Annually
EVS00928,34.192441,-118.300086,Frankfurt,9:00-18:00,14.38,24,Greenlots,50,"CCS, CHAdeMO",2021,No,3.2,3,Monthly
EVS00929,-23.611967,-46.500605, Frankfurt,6:00-22:00,6.08,52,EVgo,22,"CHAdeMO, Tesla",2016,Yes,3.4,5,Quarterly
EVS00930,37.50667,127.056755, Stuttgart,6:00-22:00,0.65,59,ChargePoint,350,Tesla,2023,No,3.2,5,Annually
EVS00931,-59.872218,-148.048341, München,6:00-22:00,2.85,99,ChargePoint,50,"Type 2, CHAdeMO",2013,Yes,3.2,1,Quarterly
EVS00932,13.757046,100.526103, Berlin,24-Jul,12.17,65,EVgo,150,CHAdeMO,2023,Yes,3.2,3,Monthly
EVS00933,19.092923,72.917398, Leipzig,24-Jul,10.41,30,Tesla,22,Type 2,2017,No,3.9,10,Quarterly
EVS00934,37.540251,127.096737, Stuttgart,9:00-18:00,14.77,71,EVgo,22,CCS,2023,No,3.7,9,Quarterly
EVS00935,13.81295,100.459721, Berlin,24-Jul,2.02,83,Greenlots,350,"Type 2, Tesla",2014,No,4.7,7,Annually
EVS00936,37.585683,127.072782, Stuttgart,6:00-22:00,6.7,64,ChargePoint,22,CHAdeMO,2016,Yes,4.8,10,Monthly
EVS00937,-33.873785,151.322058, München,9:00-18:00,4.24,46,ChargePoint,50,"CCS, Type 2",2015,No,3.1,3,Annually
EVS00938,19.502536,-99.009176, München,6:00-22:00,15.4,44,ChargePoint,150,Tesla,2015,Yes,4.1,4,Monthly
EVS00939,37.539328,127.080952, Stuttgart,6:00-22:00,9,37,EVgo,50,Type 2,2022,No,4.3,8,Annually
EVS00940,19.526085,-99.104243, München,24-Jul,4.19,16,Ionity,22,CHAdeMO,2023,No,4.7,6,Quarterly
EVS00941,4.047121,-168.675674, Frankfurt,24-Jul,4.82,10,Greenlots,50,Type 2,2023,Yes,4.3,7,Quarterly
EVS00942,37.580411,127.005573, Stuttgart,24-Jul,9.86,61,Tesla,50,Tesla,2018,No,4.2,3,Quarterly
EVS00943,34.157268,-118.226178,Frankfurt,24-Jul,14.73,67,Greenlots,150,CCS,2019,No,4.8,3,Monthly
EVS00944,-33.803254,151.370092, München,6:00-22:00,10.16,61,Ionity,350,"Tesla, CCS",2017,Yes,4.6,2,Annually
EVS00945,37.5408,127.082324, Stuttgart,24-Jul,19.73,25,ChargePoint,50,Type 2,2022,No,4.1,9,Annually
EVS00946,19.44184,-99.144476, München,24-Jul,1.27,90,Greenlots,50,CCS,2023,No,4,9,Monthly
EVS00947,-23.574965,-46.570013, Frankfurt,6:00-22:00,11.28,17,Tesla,150,"Type 2, Tesla",2017,No,4.3,1,Monthly
EVS00948,-23.647162,-46.672471, Frankfurt,24-Jul,13.63,20,Ionity,50,"CHAdeMO, Type 2",2014,No,4.9,5,Quarterly
EVS00949,13.726109,100.529368, Berlin,9:00-18:00,4.97,11,ChargePoint,150,Type 2,2011,Yes,4,8,Annually
EVS00950,52.49327,13.313229, Berlin,24-Jul,5.76,61,Ionity,50,CCS,2013,Yes,3.2,2,Quarterly
EVS00951,68.260455,20.084404, Hamburg,9:00-18:00,12.83,68,Tesla,50,CHAdeMO,2013,No,4.4,5,Quarterly
EVS00952,39.836208,116.389878, Leipzig,9:00-18:00,9.79,32,Greenlots,22,"Tesla, Type 2",2016,No,3.2,2,Quarterly
EVS00953,37.878479,-122.354907, Stuttgart,6:00-22:00,3.43,48,Tesla,150,"CCS, Type 2",2011,No,3.8,6,Annually
EVS00954,43.725953,-79.310101, Stuttgart,6:00-22:00,5.29,44,ChargePoint,22,"CCS, Type 2",2010,Yes,4.2,7,Quarterly
EVS00955,43.72609,-79.356827, Stuttgart,6:00-22:00,3.42,65,Tesla,150,"Type 2, Tesla",2021,Yes,3.7,7,Monthly
EVS00956,39.86464,116.30452, Leipzig,6:00-22:00,5.4,39,EVgo,50,"CCS, CHAdeMO",2018,No,3.6,7,Monthly
EVS00957,37.755637,-122.403703, Stuttgart,9:00-18:00,14.29,99,Tesla,350,"CCS, Type 2",2020,No,5,8,Quarterly
EVS00958,52.411955,13.424762, Berlin,6:00-22:00,11.73,52,Tesla,150,"Type 2, Tesla",2010,Yes,3.3,2,Annually
EVS00959,55.892804,37.687549, Hamburg,6:00-22:00,8.24,16,ChargePoint,150,"Type 2, CHAdeMO",2016,No,4.8,10,Quarterly
EVS00960,-23.558511,-46.690673, Frankfurt,6:00-22:00,12.77,74,Greenlots,150,Type 2,2017,No,3,10,Monthly
EVS00961,68.12537,-162.60592, München,9:00-18:00,4.76,31,Ionity,150,"CCS, Tesla",2019,No,3.2,6,Quarterly
EVS00962,37.70752,-122.385832, Stuttgart,9:00-18:00,14.87,89,Ionity,22,CHAdeMO,2015,No,3.4,4,Quarterly
EVS00963,37.697936,127.004828, Stuttgart,24-Jul,0.59,86,EVgo,150,Type 2,2019,Yes,3.6,6,Annually
EVS00964,19.478282,-99.075939, München,9:00-18:00,5.92,15,ChargePoint,150,"Type 2, CHAdeMO",2011,Yes,3.8,5,Annually
EVS00965,19.549961,-99.00579, München,9:00-18:00,1.36,58,Greenlots,350,CHAdeMO,2013,No,4.1,8,Monthly
EVS00966,37.576361,126.994182, Stuttgart,24-Jul,10.04,73,Greenlots,150,Type 2,2019,Yes,3.1,8,Annually
EVS00967,19.560194,-99.102411, München,6:00-22:00,9.38,50,Ionity,350,Tesla,2010,Yes,3.8,9,Quarterly
EVS00968,34.177334,-118.284036,Frankfurt,9:00-18:00,9.68,87,Tesla,22,CHAdeMO,2011,No,4.6,9,Monthly
EVS00969,43.747557,-79.317284, Stuttgart,6:00-22:00,0.96,31,Ionity,22,"CHAdeMO, Tesla",2018,No,4.4,4,Quarterly
EVS00970,13.87021,100.473074, Berlin,6:00-22:00,13.72,95,EVgo,150,"Type 2, Tesla",2011,No,3.1,10,Annually
EVS00971,43.912876,-52.471869, Frankfurt,9:00-18:00,8.52,77,Ionity,150,Type 2,2011,No,4.7,9,Monthly
EVS00972,13.746298,100.495246, Berlin,24-Jul,19.23,90,Ionity,22,"CCS, Type 2",2010,No,4.5,9,Quarterly
EVS00973,25.342144,55.231985, Köln,24-Jul,14.72,40,Tesla,22,"CHAdeMO, Type 2",2014,Yes,3.7,8,Monthly
EVS00974,37.713602,-122.335784, Stuttgart,9:00-18:00,2.42,26,Tesla,350,"CCS, Type 2",2019,No,3.2,10,Quarterly
EVS00975,19.571709,-99.033961, München,9:00-18:00,11.24,21,Greenlots,150,Tesla,2019,No,4.4,10,Quarterly
EVS00976,-23.554411,-46.552901, Frankfurt,6:00-22:00,16.45,35,Tesla,350,"CCS, Tesla",2014,Yes,3.4,9,Quarterly
EVS00977,34.017652,-118.234484,Frankfurt,24-Jul,10.75,95,Greenlots,150,Type 2,2012,Yes,4,7,Annually
EVS00978,55.895445,37.580547, Hamburg,9:00-18:00,10.44,89,Greenlots,50,CHAdeMO,2011,Yes,3.2,9,Monthly
EVS00979,52.502145,13.359866, Berlin,6:00-22:00,7.88,40,Tesla,22,Type 2,2022,No,4.2,10,Monthly
EVS00980,37.877652,-122.343953, Stuttgart,6:00-22:00,10.35,99,Ionity,350,"Type 2, CHAdeMO",2012,No,5,1,Monthly
EVS00981,72.657084,159.567391, Berlin,9:00-18:00,5.08,58,Tesla,150,Tesla,2023,Yes,5,1,Quarterly
EVS00982,25.292025,55.236476, Köln,9:00-18:00,8.67,56,Greenlots,150,Type 2,2018,Yes,3.2,5,Annually
EVS00983,-33.818521,18.598312, Stuttgart,6:00-22:00,13.65,83,Greenlots,350,"CHAdeMO, Tesla",2023,No,4.3,3,Monthly
EVS00984,43.792112,-79.389308, Stuttgart,24-Jul,9.04,32,Greenlots,150,CCS,2018,No,3.9,5,Annually
EVS00985,37.67733,126.97825, Stuttgart,24-Jul,8.72,69,Tesla,150,Tesla,2020,Yes,3,4,Quarterly
EVS00986,55.862578,37.622793, Hamburg,24-Jul,1.46,75,ChargePoint,350,Tesla,2018,No,3.9,8,Annually
EVS00987,41.939778,-87.754763, Hamburg,9:00-18:00,12.72,98,Greenlots,22,CHAdeMO,2018,No,4,2,Quarterly
EVS00988,19.413666,-99.090064, München,6:00-22:00,13.41,48,Greenlots,22,"Tesla, CHAdeMO",2018,No,3.4,8,Monthly
EVS00989,34.196756,-118.203325,Frankfurt,24-Jul,3.76,53,EVgo,22,"CHAdeMO, CCS",2020,Yes,3.1,3,Quarterly
EVS00990,39.905867,116.224061, Leipzig,6:00-22:00,5.24,15,EVgo,22,"CCS, Tesla",2014,No,3.3,1,Monthly
EVS00991,76.693669,14.787786, Hamburg,9:00-18:00,5.97,85,EVgo,150,CCS,2023,No,5,3,Monthly
EVS00992,-33.804698,18.558126, Stuttgart,9:00-18:00,14.21,62,Tesla,50,CCS,2019,Yes,3.4,1,Quarterly
EVS00993,19.534185,-99.071918, München,9:00-18:00,15.19,10,Ionity,150,"CCS, Type 2",2013,Yes,4.8,4,Quarterly
EVS00994,37.66505,126.946548, Stuttgart,24-Jul,17.76,87,Ionity,22,"CHAdeMO, CCS",2020,Yes,3.4,3,Monthly
EVS00995,34.104595,-118.381747,Frankfurt,24-Jul,9.48,33,ChargePoint,150,"Type 2, CHAdeMO",2020,No,3.5,7,Quarterly
EVS00996,41.979413,-87.64313, Hamburg,24-Jul,14.6,22,ChargePoint,350,"Tesla, CCS",2022,Yes,4.6,3,Monthly
EVS00997,-23.604063,-46.6906, Frankfurt,6:00-22:00,6.94,51,Greenlots,150,"CHAdeMO, CCS",2022,Yes,5,2,Quarterly
EVS00998,25.30902,55.255466, Köln,24-Jul,6.29,12,Ionity,50,CHAdeMO,2018,Yes,4.5,7,Quarterly
EVS00999,55.840737,37.684454, Hamburg,9:00-18:00,10.29,83,Greenlots,50,CHAdeMO,2022,Yes,4,10,Quarterly
EVS01000,55.723395,37.504418, Hamburg,24-Jul,7.79,95,EVgo,22,Tesla,2015,No,3.6,5,Monthly
EVS01001,54.038515,76.304779, Stuttgart,9:00-18:00,2.07,30,EVgo,150,CCS,2017,No,3.2,10,Annually
EVS01002,41.946969,-87.719023, Hamburg,24-Jul,1.28,92,Greenlots,350,CHAdeMO,2019,No,3.3,6,Quarterly
EVS01003,25.342619,55.294323, Köln,24-Jul,16.18,100,Greenlots,350,Type 2,2020,No,4.1,5,Quarterly
EVS01004,52.458421,13.466769, Berlin,6:00-22:00,2.69,99,EVgo,22,"Type 2, Tesla",2015,No,4.1,10,Monthly
EVS01005,39.800085,116.314889, Leipzig,9:00-18:00,16.39,19,ChargePoint,150,Tesla,2011,No,3,5,Annually
EVS01006,25.263779,55.382877, Köln,24-Jul,2.57,18,Tesla,50,CCS,2013,Yes,4.3,3,Quarterly
EVS01007,25.368636,55.272186, Köln,9:00-18:00,16.01,89,Greenlots,22,"Type 2, CHAdeMO",2018,Yes,3.8,7,Quarterly
EVS01008,41.879865,-87.743803, Hamburg,24-Jul,2.31,78,EVgo,350,CCS,2013,No,3.5,7,Monthly
EVS01009,43.6304,-79.453978, Stuttgart,24-Jul,8.81,93,Ionity,350,"CCS, Type 2",2019,Yes,4.4,8,Annually
EVS01010,19.502829,-99.020322, München,9:00-18:00,10.14,78,EVgo,350,"Type 2, CHAdeMO",2014,No,3.1,7,Monthly
EVS01011,61.571877,7.095596, Hamburg,9:00-18:00,0.75,52,Ionity,150,"CHAdeMO, Tesla",2017,No,3.9,2,Annually
EVS01012,41.877941,-87.644041, Hamburg,24-Jul,16.08,95,Greenlots,22,"Type 2, CCS",2022,Yes,3.5,4,Quarterly
EVS01013,39.813102,116.352948, Leipzig,24-Jul,9.66,99,EVgo,22,"Type 2, Tesla",2013,Yes,4.5,4,Monthly
EVS01014,37.777826,-122.369371, Stuttgart,6:00-22:00,17.31,65,EVgo,50,CHAdeMO,2018,Yes,3.8,2,Quarterly
EVS01015,37.512865,126.935019, Stuttgart,9:00-18:00,14.12,40,Tesla,22,"CCS, Type 2",2019,Yes,4.3,7,Quarterly
EVS01016,19.169744,72.800732, Leipzig,9:00-18:00,6.86,61,ChargePoint,22,"Tesla, CCS",2012,Yes,4.9,3,Monthly
EVS01017,34.120239,-118.387714,Frankfurt,9:00-18:00,6.82,59,ChargePoint,50,Type 2,2013,Yes,3.5,9,Quarterly
EVS01018,-23.599086,-46.655739, Frankfurt,6:00-22:00,12.66,45,Ionity,150,"Tesla, Type 2",2012,No,4.9,3,Quarterly
EVS01019,52.426229,13.441496, Berlin,24-Jul,9.96,58,Ionity,50,"CHAdeMO, CCS",2021,No,4.3,5,Monthly
EVS01020,-33.832616,18.435349, Stuttgart,24-Jul,16.01,85,Ionity,50,CCS,2012,Yes,3.2,1,Quarterly
EVS01021,76.220089,56.926912, München,9:00-18:00,7.79,98,EVgo,50,"CHAdeMO, Type 2",2013,No,3.8,10,Annually
EVS01022,52.596096,13.461102, Berlin,6:00-22:00,5.42,61,ChargePoint,22,"CCS, Tesla",2015,Yes,4.6,9,Quarterly
EVS01023,39.954783,116.32026, Leipzig,9:00-18:00,7.9,88,Tesla,150,"Tesla, CHAdeMO",2014,Yes,3.4,8,Monthly
EVS01024,25.272909,55.373439, Köln,24-Jul,12.08,35,Tesla,350,"CHAdeMO, CCS",2011,Yes,4.3,7,Quarterly
EVS01025,13.800464,100.556506, Berlin,9:00-18:00,0.59,88,ChargePoint,50,CHAdeMO,2016,Yes,4.3,7,Annually
EVS01026,52.563648,13.400146, Berlin,6:00-22:00,16.63,67,EVgo,350,"CHAdeMO, Type 2",2013,No,4.3,5,Monthly
EVS01027,19.409907,-99.012351, München,24-Jul,7.66,14,ChargePoint,350,CHAdeMO,2014,No,3.6,4,Monthly
EVS01028,19.534748,-99.18133, München,24-Jul,8.41,43,Greenlots,150,CHAdeMO,2010,No,4,9,Monthly
EVS01029,39.856894,116.430064, Leipzig,6:00-22:00,13.34,52,Greenlots,150,Tesla,2014,No,4.7,5,Annually
EVS01030,13.884329,100.527124, Berlin,6:00-22:00,12.2,70,Tesla,50,"CHAdeMO, Type 2",2021,Yes,3.2,7,Annually
EVS01031,10.46809,111.87756, Köln,6:00-22:00,4.53,57,Greenlots,50,"CCS, CHAdeMO",2010,Yes,4.9,3,Monthly
EVS01032,39.967219,116.209757, Leipzig,24-Jul,14.71,87,Greenlots,50,"Type 2, CCS",2014,No,4.2,5,Quarterly
EVS01033,-33.765682,18.463485, Stuttgart,24-Jul,3.98,38,Ionity,150,Tesla,2015,Yes,3.4,8,Quarterly
EVS01034,-23.543952,-46.520859, Frankfurt,6:00-22:00,7.07,96,Ionity,50,Tesla,2011,No,3.4,7,Quarterly
EVS01035,19.183707,72.815129, Leipzig,24-Jul,7.14,41,Ionity,50,Type 2,2011,No,4.6,8,Annually
EVS01036,39.975345,116.372855, Leipzig,24-Jul,3.39,82,ChargePoint,350,CHAdeMO,2019,Yes,4.7,4,Quarterly
EVS01037,19.130021,72.820006, Leipzig,6:00-22:00,8.18,74,ChargePoint,22,CCS,2017,No,4.2,6,Quarterly
EVS01038,37.843897,-122.464103, Stuttgart,9:00-18:00,11.11,23,ChargePoint,50,Type 2,2017,Yes,4.3,4,Quarterly
EVS01039,-33.891085,151.349461, München,24-Jul,7.75,58,Greenlots,50,"CHAdeMO, CCS",2021,Yes,4.5,9,Annually
EVS01040,52.547184,13.495702, Berlin,6:00-22:00,11.68,51,Tesla,50,Tesla,2015,Yes,4.9,2,Quarterly
EVS01041,82.248041,9.154199, Berlin,24-Jul,12.61,57,Ionity,50,Type 2,2011,Yes,3.7,7,Annually
EVS01042,39.873563,116.367573, Leipzig,9:00-18:00,13.09,29,ChargePoint,50,"CCS, CHAdeMO",2013,No,4.7,6,Annually
EVS01043,37.697946,126.952468, Stuttgart,9:00-18:00,14.45,68,Tesla,350,CHAdeMO,2011,Yes,4.2,1,Annually
EVS01044,55.875531,37.537862, Hamburg,6:00-22:00,19.4,25,Tesla,50,"Tesla, CCS",2015,No,3.9,9,Monthly
EVS01045,39.861111,116.3758, Leipzig,9:00-18:00,8.31,61,Greenlots,22,"CHAdeMO, CCS",2022,No,3,6,Annually
EVS01046,13.822395,100.560387, Berlin,9:00-18:00,5.59,53,Ionity,350,CCS,2011,Yes,3.7,9,Annually
EVS01047,-33.827291,18.579165, Stuttgart,6:00-22:00,18.32,62,Tesla,350,CHAdeMO,2012,Yes,4.5,9,Annually
EVS01048,-33.777926,151.249018, München,9:00-18:00,19.94,14,Tesla,22,"Type 2, CCS",2017,No,3.4,3,Quarterly
EVS01049,52.507406,13.469262, Berlin,9:00-18:00,14.13,70,Tesla,50,CCS,2014,Yes,3.5,4,Quarterly
EVS01050,13.716496,100.594154, Berlin,9:00-18:00,1.06,30,Ionity,150,CHAdeMO,2017,No,3.1,4,Monthly
EVS01051,27.002793,-120.558946, Stuttgart,9:00-18:00,6.12,100,Ionity,50,Tesla,2014,Yes,4.4,7,Annually
EVS01052,52.512216,13.368708, Berlin,6:00-22:00,19.6,16,EVgo,22,Type 2,2021,Yes,3.8,4,Annually
EVS01053,13.842774,100.476738, Berlin,9:00-18:00,6.77,14,ChargePoint,350,Type 2,2021,No,4.6,6,Quarterly
EVS01054,34.078744,-118.211302,Frankfurt,6:00-22:00,1.26,99,EVgo,350,"CHAdeMO, Tesla",2020,Yes,3.7,6,Monthly
EVS01055,-33.778266,18.495593, Stuttgart,9:00-18:00,10.6,12,Greenlots,22,Type 2,2017,Yes,4.6,3,Annually
EVS01056,13.799814,100.553154, Berlin,9:00-18:00,2.16,91,Ionity,22,"Tesla, Type 2",2020,No,3.6,9,Quarterly
EVS01057,37.732382,-122.304987, Stuttgart,6:00-22:00,2.61,44,Ionity,150,"CCS, Tesla",2023,Yes,4,5,Quarterly
EVS01058,52.463548,13.495144, Berlin,24-Jul,8.78,51,Ionity,350,Type 2,2015,No,3.3,7,Annually
EVS01059,39.968228,116.267432, Leipzig,6:00-22:00,10.18,92,Tesla,50,CCS,2015,Yes,4.6,10,Quarterly
EVS01060,43.7983,-79.435429, Stuttgart,6:00-22:00,8.18,36,Greenlots,150,CCS,2018,No,3.3,1,Monthly
EVS01061,-76.300721,47.724198, Köln,9:00-18:00,8.21,86,Greenlots,50,Tesla,2021,Yes,4.1,7,Quarterly
EVS01062,-23.56364,-46.574898, Frankfurt,9:00-18:00,16.49,58,Greenlots,50,"CHAdeMO, CCS",2011,Yes,3,8,Quarterly
EVS01063,18.950544,72.989707, Leipzig,6:00-22:00,4.41,14,EVgo,150,"CHAdeMO, Type 2",2015,Yes,4.3,7,Annually
EVS01064,18.937889,72.982045, Leipzig,6:00-22:00,13.81,11,Ionity,150,"Tesla, Type 2",2020,Yes,4.2,3,Quarterly
EVS01065,-33.777473,151.372295, München,9:00-18:00,8.51,40,Greenlots,22,CCS,2018,Yes,4.3,5,Annually
EVS01066,52.419112,13.319209, Berlin,9:00-18:00,11.54,34,EVgo,350,Tesla,2018,Yes,3.7,6,Monthly
EVS01067,52.494721,13.377387, Berlin,9:00-18:00,7.36,29,ChargePoint,22,Type 2,2011,Yes,3.6,6,Quarterly
EVS01068,13.80088,100.412736, Berlin,6:00-22:00,3.32,92,Ionity,350,"Tesla, Type 2",2010,No,3.7,3,Annually
EVS01069,19.453165,-99.050108, München,6:00-22:00,11.2,12,Greenlots,22,"Type 2, CCS",2018,Yes,4.5,2,Quarterly
EVS01070,-23.514284,-46.686424, Frankfurt,6:00-22:00,4.56,71,Tesla,22,Tesla,2020,Yes,4.2,10,Monthly
EVS01071,-71.116001,53.558456, Berlin,24-Jul,17.33,47,ChargePoint,22,CCS,2015,Yes,3.7,6,Annually
EVS01072,13.805158,100.530842, Berlin,6:00-22:00,14.21,45,EVgo,350,"Type 2, CCS",2023,Yes,3.2,4,Monthly
EVS01073,55.895586,37.665838, Hamburg,6:00-22:00,8.12,15,Tesla,150,"Type 2, CHAdeMO",2020,Yes,4.5,6,Monthly
EVS01074,43.743359,-79.491431, Stuttgart,9:00-18:00,18.05,10,Tesla,150,CHAdeMO,2015,No,4.4,4,Quarterly
EVS01075,39.899802,116.326322, Leipzig,24-Jul,7.69,94,Greenlots,22,"Tesla, CHAdeMO",2019,No,3.2,9,Monthly
EVS01076,37.802751,-122.313436, Stuttgart,9:00-18:00,10.5,69,ChargePoint,350,"Type 2, CCS",2010,Yes,4.1,4,Annually
EVS01077,37.565367,127.009854, Stuttgart,24-Jul,16.99,66,Greenlots,150,CHAdeMO,2017,No,3.9,10,Annually
EVS01078,55.746809,37.582156, Hamburg,9:00-18:00,13.36,42,Ionity,50,Tesla,2016,Yes,4.3,2,Monthly
EVS01079,19.548508,-99.040382, München,24-Jul,14.73,86,EVgo,350,"CCS, CHAdeMO",2021,Yes,4.1,8,Quarterly
EVS01080,52.406412,13.414761, Berlin,6:00-22:00,4.06,80,Greenlots,350,CCS,2023,Yes,3.2,9,Monthly
EVS01081,-61.825276,107.341922, Hamburg,24-Jul,12.68,24,Ionity,150,Type 2,2017,Yes,4.4,1,Monthly
EVS01082,55.837005,37.621822, Hamburg,24-Jul,17.82,50,Tesla,22,Type 2,2012,No,3.8,10,Annually
EVS01083,41.929399,-87.771359, Hamburg,6:00-22:00,18.09,86,Ionity,50,"CHAdeMO, CCS",2010,No,3.3,3,Annually
EVS01084,19.059246,72.925355, Leipzig,9:00-18:00,16.54,59,EVgo,150,CCS,2022,No,3.1,5,Quarterly
EVS01085,-33.78397,18.599836, Stuttgart,24-Jul,3.64,25,ChargePoint,350,Tesla,2014,Yes,4.1,3,Monthly
EVS01086,-23.684172,-46.63988, Frankfurt,9:00-18:00,8.96,19,Ionity,22,CCS,2022,No,4.5,2,Annually
EVS01087,55.831728,37.682448, Hamburg,6:00-22:00,0.61,84,ChargePoint,50,Type 2,2022,Yes,4.5,8,Quarterly
EVS01088,19.009129,72.919169, Leipzig,6:00-22:00,18.77,69,ChargePoint,150,Type 2,2020,No,4.6,5,Quarterly
EVS01089,34.15867,-118.347808,Frankfurt,6:00-22:00,5.61,50,ChargePoint,22,"Type 2, CHAdeMO",2016,No,4,9,Annually
EVS01090,19.437875,-99.180962, München,9:00-18:00,13.86,62,ChargePoint,150,CCS,2013,No,3.4,5,Monthly
EVS01091,-69.224914,8.315345, Frankfurt,6:00-22:00,11.5,23,ChargePoint,150,Type 2,2022,No,3.4,1,Monthly
EVS01092,25.254607,55.284241, Köln,9:00-18:00,8.01,44,ChargePoint,22,"CCS, Tesla",2022,Yes,4,9,Quarterly
EVS01093,-33.887846,18.405909, Stuttgart,9:00-18:00,7.16,92,Ionity,50,Type 2,2010,No,4.2,8,Annually
EVS01094,37.529697,127.084211, Stuttgart,24-Jul,10.32,36,Ionity,22,"CCS, CHAdeMO",2013,No,4,8,Monthly
EVS01095,25.278725,55.205686, Köln,9:00-18:00,7.45,18,EVgo,22,"CHAdeMO, Tesla",2011,No,4.2,3,Quarterly
EVS01096,55.790418,37.527448, Hamburg,6:00-22:00,16.89,50,Tesla,22,Type 2,2017,No,3.5,7,Annually
EVS01097,-33.724645,18.559037, Stuttgart,9:00-18:00,16.67,41,Ionity,50,Tesla,2013,No,3.1,8,Monthly
EVS01098,13.837387,100.450944, Berlin,6:00-22:00,1.46,20,Tesla,22,CCS,2013,Yes,4.1,10,Annually
EVS01099,52.507026,13.314412, Berlin,24-Jul,2.85,21,ChargePoint,50,"CCS, Type 2",2021,No,4,2,Quarterly
EVS01100,19.48674,-99.17103, München,9:00-18:00,13.12,78,ChargePoint,22,CCS,2013,No,3.2,3,Quarterly
EVS01101,-25.964345,19.657685, Köln,9:00-18:00,3.99,60,EVgo,22,CCS,2019,No,3.7,10,Quarterly
EVS01102,19.082476,72.934374, Leipzig,6:00-22:00,6.13,70,EVgo,350,Tesla,2018,Yes,4.8,7,Annually
